,tfidf
cornstarch,8.652255474368555
corp,9.831836825570331
corporate,8.608770362428816
corporation,9.09738583886915
correct,6.869175538860222
corrected,8.56370207702711
correctly,7.522048820282227
cosmetic,9.273943690946355
cosmic,9.655557583232339
cost,4.5740277477332825
costa,8.318432245918919
costco,6.1825878070886855
costing,8.53694462785756
costly,7.613419402082472
cottage,8.436546901541863
cotton,8.307878058240227
cottonseed,9.559329551137786
cou,10.639759520722704
couch,8.479236310236914
cough,7.520853362877454
coughing,9.09738583886915
could,3.648135184056394
couldnt,8.297434099079144
count,5.484439053113829
counted,8.69384937166739
counter,6.510882974958228
counteract,9.375480110165777
counterpart,8.384209376433631
countertop,9.294850375765668
counting,8.044101506642
countles,8.71728794463941
countrie,8.196238087097559
country,6.495767161345499
county,9.103182956553477
couple,4.698379894538964
coupled,8.952360066818892
coupon,6.821750238564657
courage,9.906872011513245
course,5.108722974257211
court,9.784769314712346
courteou,9.645507247378838
courtesy,9.514478984972433
couscou,8.410035775993531
cousin,8.123808249252743
cover,6.453386159819456
covered,6.284090735728527
covering,7.9353194318445945
cow,7.384786358483491
cowboy,9.831836825570331
coworker,7.737447322454622
coyote,10.061022691340504
cozy,9.260244846588193
crab,8.292252740337148
crabmeat,10.784941530567203
crack,7.206644536092244
cracked,7.439433054765636
cracker,5.351765527572527
cracking,9.287832803107023
craft,8.9984040053203
crafted,9.73981792685008
craisin,9.85622827869449
cram,9.946612340162758
crammed,9.881229580899907
cramp,7.46961980743075
cramping,8.44554246445044
cranberrie,7.1936404516690375
cranberry,6.914391773345631
crank,9.974011314350873
cranky,9.831836825570331
crap,6.96380102161623
crappy,8.42467732598648
crash,7.45833300589612
crashing,9.523289614654589
crate,8.200943978134971
crave,7.085957054595071
craved,9.577848598905023
craving,5.737090737544803
crawl,9.893968606677337
crawling,9.843958186102675
craze,9.750867763036664
crazy,5.618549703858592
cream,4.864117416788259
creamed,9.625704620082658
creamer,6.163959513063023
creamier,8.289672093743656
creamines,8.584250745254497
creamy,5.569666156721296
create,6.553102086564586
created,7.1936404516690375
creating,7.737447322454622
creation,8.560317979042868
creative,7.987279170775305
creativity,9.79633013711342
creator,9.375480110165777
creature,8.861605703550428
credit,7.499575964430169
credited,9.655557583232339
creek,9.01423547053698
creep,9.946612340162758
creeping,9.960217992218539
creepy,9.559329551137786
crema,7.327048805228502
creme,6.990154835277076
creole,9.587238339254862
crepe,9.175503618133103
crew,9.323423748209724
crf,10.280385519814807
crie,9.645507247378838
cried,9.330696507538804
cringe,9.188082400339962
crinkle,9.406490346908338
crisco,9.73981792685008
crisi,9.881229580899907
crisp,5.842406649174879
crispbread,9.330696507538804
crisper,9.360328305145176
crispie,9.541147232054595
crispier,9.323423748209724
crispines,9.505745305003678
crispnes,8.84350566190681
crispy,6.053414061952593
criteria,8.84800005149465
critic,8.947372525307852
critical,8.491775659489647
criticism,8.601703195205722
critter,8.310506180646499
crock,8.577354166195438
crocker,8.117279390370282
crockpot,9.41439552641545
crop,8.404238658309204
cros,7.505441083882567
crossed,9.003653361206442
crossing,9.987997556325613
crouton,8.857049887014568
crowd,8.110792881140673
crown,8.479236310236914
crucial,9.559329551137786
crud,9.587238339254862
crude,8.53694462785756
cruelty,9.933189319830618
cruise,9.287832803107023
crumb,6.546767223750617
crumble,7.0281114145447585
crumbled,7.7584375983464575
crumbling,8.884701418345077
crumbly,7.013618407242191
crummy,9.831836825570331
crunch,5.519664018097366
crunche,9.79633013711342
crunched,9.625704620082658
crunchie,8.520577650393355
crunchier,8.567097666028246
crunchines,8.193893420138306
crunching,9.030321608288604
crunchy,5.023578277575791
cruncy,9.960217992218539
crush,8.3398807893264
crushed,6.745185158629504
crushing,9.132683620950173
crust,6.779314345179832
crusty,8.709413888208502
cry,8.398474953592455
crying,8.000702191107447
crystal,6.421047044216737
crystalized,9.79633013711342
crystallized,8.91313935366561
cub,9.974011314350873
cuban,9.606286534225557
cube,6.723421513993145
cubed,8.937471454325141
cucumber,8.219992173105666
cuisinart,8.34531558531236
cuisine,7.399492505873186
culinary,8.20330525432065
culprit,9.035741675757944
culture,8.334475370759494
cultured,9.422363696064627
cumin,8.442534943386486
cup,3.390083554456871
cupboard,7.0805578899173005
cupcake,7.361086125012463
cuppa,8.004570667885366
curb,8.097944738662825
curd,9.550197067574512
cure,7.526844992545721
cured,8.307878058240227
curing,9.550197067574512
curiosity,8.3000348807792
curiou,7.218053172338923
curl,8.289672093743656
curled,9.946612340162758
curly,8.803940061700619
currant,8.705499988887366
current,6.708994333484818
currently,6.514807113414363
currie,8.745345897434566
curry,6.857414338603091
curve,9.309035010757624
cushion,9.750867763036664
custard,8.697717848445311
custom,8.786845628341318
customer,5.367453203087934
customize,9.919944093080598
cut,5.055856873048783
cute,6.758474390748187
cutlet,10.173139989461209
cutter,9.181773231146698
cutting,7.121379884437556
cuz,8.543567168618054
cycle,7.625285065358973
cycling,9.338022547630876
cyclist,9.635556916525669
cylinder,9.728888856317889
cyst,10.44401494359661
cytomax,8.375746702514899
dab,8.356274599102079
dachshund,7.873950485468302
dad,6.833097030952385
daddy,9.175503618133103
daily,5.2107695737922874
dainty,9.946612340162758
dairy,6.246311868387355
daisy,9.728888856317889
dal,9.550197067574512
dalfour,9.645507247378838
dalla,9.559329551137786
dalmatian,9.946612340162758
damage,6.925528475411354
damaged,6.799435748379253
damaging,9.375480110165777
damn,8.03008726326719
damp,8.678523401189164
dan,9.750867763036664
dance,8.241864247924333
dancing,9.301917542988761
dandelion,9.479992808901264
dandruff,7.951728186510986
dandy,9.541147232054595
dane,8.770038510024937
dang,8.745345897434566
danger,8.384209376433631
dangerou,7.415492847219627
dangerously,9.881229580899907
daniel,9.868650798693047
danish,9.587238339254862
dare,8.089470111671853
darjeeling,8.498104794541295
dark,4.590536139462531
darker,6.8586458658523375
darkest,9.479992808901264
darknes,9.488503498569173
darling,9.532178562071834
darn,7.197956384134606
darned,9.008930418307287
dasani,9.750867763036664
dash,7.46961980743075
dashi,9.933189319830618
data,9.052180402101103
date,5.237082138850425
dated,8.713343166348391
daughter,5.089317243612465
dave,8.460717262469675
davi,9.030321608288604
david,8.384209376433631
davidson,8.302642444186283
davinci,9.352837633416017
dawn,9.933189319830618
day,3.362679909979502
daybreak,9.338022547630876
daycare,9.220239511974494
daytime,9.933189319830618
dead,7.1731793797976975
deadly,9.446656388633672
deal,4.619851986526196
dealer,9.0916221341524
dealing,8.074810163261168
dealt,9.360328305145176
dean,9.422363696064627
dear,8.41294698620099
dearly,9.352837633416017
death,7.306590225137402
debate,9.280864133790928
debated,9.906872011513245
debating,9.360328305145176
debbie,9.615948445137294
debri,9.253465159602813
dec,8.765880499876275
decade,7.5499463238191185
decadence,9.707382651096925
decadent,7.829055165560411
decaf,5.536274072662986
decafe,9.933189319830618
decaff,9.240042139270674
decaffeinated,7.522048820282227
decaffinated,9.587238339254862
decay,8.81695542981269
deceived,9.505745305003678
deceiving,8.894091158694916
december,7.837218476199572
decent,5.54319451550756
decently,8.937471454325141
deception,9.919944093080598
deceptive,8.196238087097559
decide,6.822938592834036
decided,4.658277061728904
decidedly,9.352837633416017
deciding,8.326421635952396
decision,7.3241004001442045
deck,9.041191280525508
declared,9.523289614654589
decline,9.881229580899907
declined,9.550197067574512
decorate,8.91313935366561
decorated,9.606286534225557
decorating,8.942409735965725
decoration,8.573923631098648
decorative,9.294850375765668
decrease,7.917397805227239
decreased,8.224811459541614
decreasing,9.615948445137294
dedicated,8.404238658309204
deduct,9.960217992218539
deducted,9.438493077994512
deemed,9.773340618888723
deep,6.32371388850395
deeper,8.433566273403724
deeply,8.152603151200688
deer,8.705499988887366
def,8.217591211568127
default,9.367875510780559
defeat,8.39274427888347
defect,9.030321608288604
defective,8.130380014415978
defense,9.446656388633672
defiantly,9.181773231146698
deficiency,8.894091158694916
deficient,9.675966454863547
definately,6.834298954174002
definatly,9.316203500236238
define,9.360328305145176
defined,9.438493077994512
definetely,9.831836825570331
definetly,8.520577650393355
definite,7.360068313219762
definitely,4.040220019471736
definition,8.857049887014568
definitive,9.808026176876613
definitly,8.75761599002638
defintely,9.577848598905023
defrost,9.406490346908338
degree,6.8265121523249
dehydrate,9.933189319830618
dehydrated,7.308520727667459
dehydration,9.240042139270674
dehydrator,9.960217992218539
del,8.577354166195438
delay,8.507674245557446
delayed,9.330696507538804
delectable,7.985376220629219
deleted,9.808026176876613
deli,8.03807133761541
deliberately,8.52382968577973
delicacy,9.338022547630876
delicate,6.628992434642318
delicately,9.226796912520653
deliciou,3.6952293446011057
deliciously,8.136995253534698
deliciousnes,8.384209376433631
delicou,9.041191280525508
delight,6.702121454197056
delighted,6.698965218015618
delightful,6.718053814578141
delightfully,8.584250745254497
delish,7.786089129676967
deliver,6.590091971663673
delivered,5.524520754210315
deliverie,8.570504824349861
delivering,8.799638979801228
delivery,5.282790861239456
delonghi,9.808026176876613
deluxe,8.87078007982647
demand,7.847103235432114
demanding,9.390865029005257
demi,9.868650798693047
demonstrate,9.881229580899907
denmark,9.422363696064627
dense,6.862349573789822
denser,9.2137248309533
density,8.745345897434566
dent,7.559835155948366
dental,6.740246876988922
dentastix,9.946612340162758
dente,8.198588264442513
dented,6.771377795584096
dentist,8.40135265342007
denture,9.488503498569173
dentyne,10.016570928769669
denver,9.79633013711342
deoderant,10.22532574263178
deodorant,8.0026345588585
department,7.535294047032248
departure,9.696800541766388
depend,7.368239962369082
dependable,9.156927232560166
dependent,9.194431628018622
depending,6.595286788540777
depleted,9.577848598905023
deployed,8.737248687201948
deposit,9.383142982911346
depot,9.843958186102675
depressed,9.868650798693047
depression,8.987987244462044
deprived,8.689995802351401
dept,9.773340618888723
depth,7.537721232689859
derivative,9.808026176876613
derive,9.868650798693047
derived,8.168458522990484
dermatologist,10.139803569193617
describe,6.276144589236701
described,6.43305199031356
describing,9.080193438328777
description,5.664518037485968
desert,7.386874041913975
deserve,7.328033541891041
deserved,9.280864133790928
design,6.846398315329661
designed,7.0906082257708025
designer,9.430395867761892
desirable,8.64487536707093
desire,7.4639604827618475
desired,7.226028402913292
desk,6.838517098421724
desperate,7.968410686470922
desperately,9.052180402101103
desperation,9.09738583886915
despise,9.422363696064627
despite,6.299470276893958
dessert,5.966678129118403
destroy,7.858760319974327
destroyed,8.141429850602563
destroying,8.297434099079144
destructive,9.383142982911346
detail,7.465089788358999
detailed,8.861605703550428
detect,7.58117934350905
detectable,9.046670746290134
detected,8.63027656764978
deter,9.2137248309533
detergent,9.352837633416017
determine,8.020195985788448
determined,8.184569343263181
detest,9.728888856317889
detox,8.737248687201948
detract,9.030321608288604
detrimental,9.881229580899907
devastated,9.253465159602813
develop,7.668652294474103
developed,7.03764577353206
developing,8.527092331414547
development,8.765880499876275
device,8.215196000842173
devil,8.982819274303601
deviled,9.696800541766388
devoid,9.422363696064627
devoted,9.383142982911346
devour,7.412272232519586
devoured,7.875652613538833
devouring,9.0745277007931
dew,8.663428774966679
dextrose,8.62305631967629
dha,8.081066700875473
diabete,6.983850085846338
diabetic,6.207977936469292
diagnosed,7.1270046481623215
diagnosi,9.156927232560166
dial,9.960217992218539
diameter,8.244324273765196
diamond,6.64180680417567
diaper,7.440534983251792
diarrhea,6.696866581358697
dice,8.857049887014568
diced,7.7183431411445795
dick,10.123543048321837
didnt,7.121379884437556
die,7.107850032205309
died,7.538937038310749
diedrich,9.606286534225557
diego,9.175503618133103
diet,4.351448937751185
dietary,6.974121030648219
dieter,8.056272042262258
dieting,7.931709319620494
differ,8.439536440390228
difference,4.942212663397547
different,3.925031549780976
differentiate,9.696800541766388
differently,7.701026691133118
differing,9.819860634523616
difficult,5.506029995049397
difficultie,9.514478984972433
difficulty,7.7584375983464575
dig,7.798628478929703
digest,6.9713585979523085
digested,8.64487536707093
digestible,8.200943978134971
digesting,8.612322764033184
digestion,7.060755262621121
digestive,6.36647749969089
digging,8.53694462785756
diglyceride,9.843958186102675
digres,9.430395867761892
dijon,8.232084218870694
dilemma,9.696800541766388
diligent,9.906872011513245
dill,8.359033221541157
dilmah,9.280864133790928
dilute,7.852082498831721
diluted,7.782978707262576
diluting,9.488503498569173
dime,8.791091919222769
dimension,8.689995802351401
dimensional,9.718077940213673
diminish,9.479992808901264
diminished,9.144731959466348
diner,8.774213881435418
ding,9.532178562071834
dingo,8.421731815756722
dining,8.601703195205722
dinner,5.487093023916791
dinosaur,9.430395867761892
dioxide,8.686157026044235
dip,6.205409716759125
dipotassium,9.488503498569173
dipped,7.75541187742992
dipping,7.04207709540673
direct,7.036173019215785
directed,7.759953898864421
direction,5.937806039024314
directly,6.247983271082991
director,9.675966454863547
dirt,7.6042869185191995
dirty,7.520853362877454
disabled,9.497087242260564
disadvantage,9.438493077994512
disagree,7.847103235432114
disapointed,8.40713301633557
disappear,7.55735376509698
disappeared,7.417645700580729
disappearing,9.144731959466348
disappoint,7.20055491309787
disappointed,4.56366819427625
disappointing,6.339353414403576
disappointment,6.542715901531439
disaster,8.297434099079144
disc,7.559835155948366
discard,8.648558612487228
discarded,9.114878996316667
discern,9.008930418307287
discernable,9.707382651096925
discernible,9.207252316447683
discerning,8.947372525307852
disclaimer,8.212806513444791
disclose,9.383142982911346
disclosed,9.784769314712346
disclosure,8.821331804412488
discolored,9.345402654928499
discomfort,8.37294165158729
discontinue,8.56370207702711
discontinued,6.843359722897512
discontinuing,9.309035010757624
discount,6.59765701956274
discounted,7.979689001508629
discourage,9.438493077994512
discouraged,9.446656388633672
discover,7.3182295417944205
discovered,5.5799051540223905
discovering,7.991095969302006
discovery,8.795356318009228
discriminating,9.430395867761892
discus,9.541147232054595
discussed,9.645507247378838
discussing,9.946612340162758
discussion,9.233397596552004
disease,6.539128453737783
diseased,10.139803569193617
disguise,9.188082400339962
disguised,9.881229580899907
disgust,9.41439552641545
disgusted,8.479236310236914
disgusting,6.525788994043856
dish,5.783094742504026
dishe,6.128900014205855
dishonest,9.946612340162758
dishwasher,8.605230535723692
dishwater,9.398647169447312
disintegrate,9.267070811658593
disk,8.587716953230984
dislike,7.108640858660126
disliked,8.605230535723692
dislodge,9.933189319830618
dismay,8.584250745254497
dismayed,9.338022547630876
disney,10.031169728190822
disodium,10.139803569193617
disolve,9.233397596552004
disorder,7.938942624214015
dispense,8.3000348807792
dispensed,9.367875510780559
dispenser,7.678394890672921
dispensing,8.594685622547075
display,7.835580474195334
displayed,8.922801264577348
displeased,9.933189319830618
disposable,8.803940061700619
disposal,9.2137248309533
dispose,9.01423547053698
disposed,9.718077940213673
disregard,9.728888856317889
dissapointed,7.526844992545721
dissapointing,9.73981792685008
dissapointment,9.645507247378838
dissappointed,8.825727415885527
dissatisfied,8.770038510024937
dissipate,9.635556916525669
dissolve,6.424234297910916
dissolved,8.03008726326719
dissolving,9.0916221341524
distance,8.254225344747908
distant,9.398647169447312
distilled,8.63027656764978
distinct,7.022288981793325
distinction,9.398647169447312
distinctive,7.4821842217183
distinctly,8.69384937166739
distinguish,8.942409735965725
distinguishe,9.946612340162758
distract,9.194431628018622
distracted,9.0916221341524
distracting,9.960217992218539
distraction,9.479992808901264
distres,8.721248345855507
distribute,9.057720582476719
distributed,8.224811459541614
distribution,8.52382968577973
distributor,8.17993970536444
disturbed,9.718077940213673
disturbing,9.375480110165777
ditch,9.784769314712346
ditto,9.728888856317889
diuretic,9.383142982911346
dive,9.175503618133103
diverse,9.73981792685008
divide,8.577354166195438
divided,8.560317979042868
divine,7.753902443181066
dixie,9.587238339254862
dizzy,9.73981792685008
doberman,8.84350566190681
doc,9.316203500236238
doctor,6.4949102632639315
doctored,9.625704620082658
doctoring,9.665709954696357
documented,9.919944093080598
doe,3.7673793856098587
doesnt,7.244888414113427
dog,3.474955535153566
dogfood,8.91313935366561
doggie,7.338930133115254
doggy,8.418794956083413
dogswell,8.042087407270301
doh,10.061022691340504
dolce,8.884701418345077
dole,9.79633013711342
dollar,5.765181328693946
dollop,8.577354166195438
domatcha,10.173139989461209
domestic,9.085891459443415
dominant,8.821331804412488
dominate,8.808259722845136
dominated,9.497087242260564
donate,8.070660779714355
donated,8.451584778906403
donating,9.144731959466348
donation,10.016570928769669
done,5.29962605934131
dong,10.466487799448668
dont,5.981432912183872
donut,6.413912650102862
doo,9.843958186102675
doodle,9.750867763036664
door,5.871827191572436
doorstep,8.083160942478589
dop,10.338654427938783
dorito,8.53694462785756
dorm,8.96747370462894
dosage,8.421731815756722
dose,6.834298954174002
dot,8.460717262469675
double,5.69966269347518
doubled,7.912083355163746
doubling,9.24673112742147
doubt,6.276833057422242
doubtful,9.260244846588193
dough,7.05924810333055
doughnut,9.2137248309533
doughy,9.686329241899093
douwe,8.791091919222769
dove,8.087362629332288
downed,9.696800541766388
downfall,8.774213881435418
downing,9.454886887770188
downright,8.75761599002638
downside,6.695295489126656
downstair,9.750867763036664
downtown,9.655557583232339
doxie,9.352837633416017
dozen,6.740246876988922
drag,8.825727415885527
dragging,9.080193438328777
dragon,9.287832803107023
drain,7.178255532829558
drained,8.364573401916774
draining,9.0916221341524
dramatic,8.200943978134971
dramatically,8.433566273403724
drank,6.072599969517322
drastic,9.479992808901264
drastically,8.584250745254497
draw,7.825808409461541
drawback,7.2295934690777885
drawer,7.327048805228502
drawing,8.932557439522713
drawn,8.774213881435418
dread,10.031169728190822
dreaded,9.163081098134544
dreadful,9.430395867761892
dream,7.376478937913634
dreamfield,8.957372608642437
dreaming,9.987997556325613
dreamy,10.091794350007257
drenched,9.514478984972433
dres,8.834577031162508
dressed,9.707382651096925
dressing,6.303352406350466
drew,9.596717083209406
dribble,9.868650798693047
drie,9.10901387686427
dried,5.187214257251506
drier,8.217591211568127
drift,9.718077940213673
drink,3.639301881949357
drinkable,7.2696716926452
drinker,5.551162685156737
drinking,4.636540010383278
drip,6.737513888132853
dripping,8.40135265342007
drive,6.6343938717865445
driven,9.200821426117392
driver,9.226796912520653
driving,7.746389259830283
drizzle,7.962818873205145
drizzled,8.460717262469675
drizzling,9.906872011513245
drool,9.226796912520653
drooling,9.56854620624271
drop,5.874356800832107
dropped,7.317254407636214
dropper,9.188082400339962
dropping,8.208044599684548
drove,9.144731959466348
drown,9.24673112742147
drowsy,9.463185690584883
drug,7.491422162703236
drugstore,8.927667454228521
drum,9.960217992218539
drunk,8.125994042472724
dry,4.447065466258057
dryer,8.889385267657504
drying,8.03008726326719
drynes,8.749419222822201
dubble,10.173139989461209
dubiou,9.156927232560166
duck,6.948855091228997
dud,9.12671345396367
dude,9.294850375765668
due,5.2649817388312234
dug,9.019568816512342
duh,8.937471454325141
dukan,10.173139989461209
duke,9.728888856317889
dulce,10.016570928769669
dull,7.838859165657032
dumb,9.030321608288604
dump,7.3192056277674755
dumped,7.719799805641044
dumping,8.612322764033184
dumpling,8.90356990264946
duncan,9.587238339254862
dunk,8.982819274303601
dunked,9.488503498569173
dunkin,7.444954879949943
dunking,8.908343181402117
dunno,9.200821426117392
duped,9.541147232054595
duplicate,8.510884521187695
durability,9.577848598905023
durable,7.614730877680283
duration,9.375480110165777
durian,10.299433714785502
durkee,10.061022691340504
dust,6.864206584537035
dusted,9.019568816512342
dusting,9.041191280525508
dusty,8.682332929605831
dutch,8.292252740337148
duty,8.329099013723113
dvd,8.725224494235146
dye,7.506618247055582
dyed,9.479992808901264
dying,8.141429850602563
dynamic,9.843958186102675
dynasty,10.016570928769669
eager,7.8161309145794755
eagerly,8.193893420138306
eagle,8.875399025682764
ear,7.094500795886313
earl,6.376318608637048
earlier,6.920272221522526
early,6.377460378504187
earn,8.982819274303601
earned,8.63027656764978
earth,6.302292148255029
earthborn,10.466487799448668
earthquake,9.728888856317889
earthy,7.218053172338923
ease,6.807013750251338
easier,5.507145799739963
easiest,7.919175583473238
easily,5.045651156214515
east,7.631938449849709
easter,8.141429850602563
eastern,8.774213881435418
easy,4.001793299188757
eat,3.2891739177036614
eatable,9.808026176876613
eaten,5.370091910264435
eater,5.791325241640542
eatin,8.229654084017403
eating,4.045826821323156
eatting,9.550197067574512
ebay,9.063291627526175
eboost,10.107542706975396
echinacea,9.76204106363479
echo,9.446656388633672
eclipse,9.488503498569173
eco,8.072733319316328
ecobrew,10.613091273640544
economic,9.207252316447683
economical,6.834298954174002
economically,9.665709954696357
economy,8.182251845122819
ecstatic,8.701601348471709
ect,9.12671345396367
eczema,9.0916221341524
edamame,8.91313935366561
eden,8.198588264442513
edge,6.683331757353689
edible,6.702648463431915
edit,7.600398384779507
edited,8.947372525307852
editing,9.933189319830618
edition,8.163902706454621
educate,9.718077940213673
educated,9.56854620624271
education,9.960217992218539
edward,9.919944093080598
effect,5.519987067688287
effective,6.520942101981878
effectively,8.633906335700358
effectivenes,8.517336156469185
efficient,8.145884200951944
efficiently,9.615948445137294
effort,6.647776971162173
egbert,8.795356318009228
egcg,10.667158494910819
egg,5.565768837546099
eggnog,8.932557439522713
eggplant,9.398647169447312
egyptian,9.750867763036664
eight,6.832496610640141
either,4.627830138493536
ekobrew,8.982819274303601
elaborate,9.559329551137786
elated,9.323423748209724
elbow,8.825727415885527
elderberry,9.85622827869449
elderly,7.906796999240598
electric,8.143654545624674
electricity,9.615948445137294
electrolyte,7.418723867801074
electronic,9.675966454863547
elegant,8.279415593576466
element,7.898048037047363
elementary,9.728888856317889
elephant,9.750867763036664
elevate,9.707382651096925
elevated,9.220239511974494
eleven,8.982819274303601
eligible,8.284530694243237
eliminate,7.599105559777202
eliminated,8.473025110144272
eliminating,8.982819274303601
elimination,9.194431628018622
elite,9.309035010757624
elixir,9.577848598905023
elk,9.85622827869449
ella,8.52382968577973
else,4.778511403484193
elsewhere,6.548121320098347
elusive,9.843958186102675
email,6.799435748379253
emailed,7.712537609599259
embarrassed,8.598188253098279
embarrassing,9.438493077994512
emerald,8.313141228284502
emerge,9.868650798693047
emergen,9.946612340162758
emergencie,8.749419222822201
emergency,7.4460629133043055
emeril,7.069085488755064
emotional,9.773340618888723
emphasi,9.73981792685008
emphasize,9.422363696064627
employee,8.261716016477067
emptie,9.919944093080598
emptied,8.778406759695454
emptor,9.559329551137786
empty,6.269627673700972
emptying,9.422363696064627
emulsifier,9.220239511974494
enable,8.937471454325141
enamel,10.00218219131757
encased,9.784769314712346
enchilada,9.035741675757944
enclosed,8.830142434094643
encounter,8.962410402672393
encountered,7.840502551400762
encourage,7.682599521954953
encouraged,9.10901387686427
encouraging,9.615948445137294
end,4.879409397284464
endangered,9.73981792685008
endeavor,9.946612340162758
ended,5.883842123539254
ending,8.709413888208502
endles,8.520577650393355
endorse,9.383142982911346
endorsed,9.819860634523616
endorsement,8.952360066818892
endurance,8.993182061339148
endure,9.718077940213673
enemy,9.718077940213673
ener,9.383142982911346
energetic,7.879065586135073
energize,9.655557583232339
energized,8.42467732598648
energizing,9.09738583886915
energy,5.040937241462778
enfamil,8.37014444696623
engage,9.831836825570331
engaged,9.919944093080598
engine,9.615948445137294
engineered,9.390865029005257
england,7.163103727808956
english,6.350782110227199
enhance,7.0713694638628946
enhanced,7.994927391613562
enhancement,9.207252316447683
enhancer,8.066528542429445
enhancing,9.24673112742147
enjoy,3.9494881633404706
enjoyable,6.421842905778839
enjoyed,5.059112216717081
enjoying,6.20476869109615
enjoyment,7.776786737014654
enormou,8.932557439522713
enough,3.9169020872912905
enought,9.960217992218539
enriched,8.550233859976242
ensure,7.393163370821538
ensuring,9.919944093080598
enter,7.964679338858065
entered,9.068893883074844
entertain,8.839031381511889
entertained,8.436546901541863
entertaining,8.266741152679739
entertainment,9.120778718443855
enthusiasm,8.709413888208502
enthusiast,8.69384937166739
enthusiastic,8.219992173105666
enthusiastically,9.046670746290134
entice,8.947372525307852
enticing,8.612322764033184
entire,5.4442533695090605
entirely,7.139981310388102
entr,9.868650798693047
entree,8.130380014415978
entry,9.345402654928499
envelope,7.512524938770972
envirokidz,10.299433714785502
environment,7.510158073760706
environmental,8.42467732598648
environmentally,8.016266707648558
enzymatic,9.784769314712346
enzyme,8.066528542429445
epa,10.123543048321837
epic,9.532178562071834
epidemic,10.031169728190822
episode,8.46378005200022
equal,6.613443044577457
equally,7.185918405575127
equate,9.2137248309533
equation,9.675966454863547
equipment,8.193893420138306
equivalent,7.121379884437556
era,9.360328305145176
eraser,9.625704620082658
erewhon,10.19023442282051
erh,9.085891459443415
erin,9.73981792685008
errand,9.09738583886915
error,7.5113408060097555
erucic,11.765770783578928
erythritol,8.725224494235146
escape,8.175331402278244
escargot,10.016570928769669
ese,9.76204106363479
eskimo,9.933189319830618
esophagu,9.893968606677337
esp,8.398474953592455
especially,4.5324357091420024
espresso,5.730289351054172
essence,7.797052434474237
essentia,7.964679338858065
essential,7.005735887029922
essentially,7.567316487600654
est,9.73981792685008
established,9.10901387686427
establishment,9.808026176876613
estate,9.085891459443415
estimate,8.786845628341318
estimated,8.52382968577973
estimation,9.73981792685008
estrogen,9.79633013711342
etc,4.876349211285296
ethical,9.052180402101103
ethically,9.194431628018622
ethiopia,9.156927232560166
ethiopian,8.361799475034047
ethnic,9.041191280525508
ethoxyquin,9.808026176876613
eucalyptu,10.016570928769669
eukanuba,8.721248345855507
euro,9.479992808901264
europe,7.211893891978388
european,7.535294047032248
evaluate,9.169273068382466
evaluated,9.843958186102675
evaluation,9.819860634523616
evaporate,9.655557583232339
evaporated,7.8129257836305275
eve,9.194431628018622
even,3.1799069948226966
evening,6.0438210049672785
evenly,7.983476884825567
event,7.418723867801074
eventhough,9.919944093080598
eventually,6.694249463926676
ever,3.9225759538838756
everlasting,7.889374955793934
every,3.793908398028418
everybody,7.3580357921948405
everyday,5.971233945654263
everyone,4.926026715213336
everything,4.850130010322801
everytime,7.479888009457949
everywhere,6.440730346890138
evidence,8.219992173105666
evident,8.682332929605831
evidently,9.046670746290134
evil,8.857049887014568
evo,7.513710475365073
evolution,10.379476422459039
evoo,8.993182061339148
exact,6.659825309678348
exactly,5.125459314807581
exaggerating,9.56854620624271
exaggeration,9.338022547630876
exam,9.479992808901264
examine,9.587238339254862
examined,9.523289614654589
example,6.617791927971796
exceed,8.612322764033184
exceeded,8.448559057989865
excelent,9.76204106363479
excellant,8.898819299890864
excellence,9.367875510780559
excellent,4.2794845044767875
except,5.708596526442912
exception,6.721808176724679
exceptional,7.3692661297243935
exceptionally,8.032077313675199
exces,7.5761160415525035
excessive,7.558593690860301
excessively,8.765880499876275
exchange,7.81132706226683
excite,9.773340618888723
excited,5.384236813840756
excitedly,9.79633013711342
excitement,8.504474242826776
exciting,7.843797447297614
exclusive,9.406490346908338
exclusively,7.342922154384792
excuse,8.095819339350511
execution,9.497087242260564
exercise,7.230486725055004
exercising,8.517336156469185
exhausted,8.947372525307852
exist,7.99877355020104
existed,9.330696507538804
existence,9.063291627526175
existent,8.69384937166739
existing,9.260244846588193
exorbitant,9.541147232054595
exotic,7.341922654051708
exp,9.301917542988761
expand,8.294840063902098
expanded,9.532178562071834
expanding,9.56854620624271
expect,5.354500011092124
expectation,6.584455507704204
expected,5.264856558884887
expecting,5.772017191667476
expedited,9.375480110165777
expeller,9.645507247378838
expense,7.579911112521055
expensive,4.304753190633544
experience,5.166921213500199
experienced,6.722883445645485
experiencing,8.313141228284502
experiment,6.980364547287904
experimentation,9.019568816512342
experimented,8.460717262469675
experimenting,7.644027247168713
expert,7.164775969001318
expiration,6.061155322618836
expire,7.39737834018085
expired,7.291278921232953
expiring,9.367875510780559
expiry,9.280864133790928
explain,7.244888414113427
explained,8.353523565730189
explaining,8.9984040053203
explanation,8.567097666028246
explode,8.442534943386486
exploded,9.035741675757944
exploding,9.596717083209406
explore,9.309035010757624
exploring,9.273943690946355
explosion,8.852514731849176
explosive,9.707382651096925
expo,9.79633013711342
export,9.73981792685008
expose,9.577848598905023
exposed,7.913851702220488
exposure,8.725224494235146
expres,8.115112542285189
expressed,9.2137248309533
expression,9.76204106363479
